country,Year,Female,Male,Total
17,1954,71.21,65.03,68.19
17,1955,71.54,65.23,68.44
17,1956,71.67,65.17,68.46
17,1957,72.21,65.49,68.89
17,1958,73.23,66.85,70.11
17,1959,73.36,66.86,70.17
17,1960,73.61,67.02,70.36
17,1961,74.37,67.46,70.96
17,1962,73.9,66.99,70.47
17,1963,73.81,66.81,70.32
17,1964,74.82,67.68,71.28
17,1965,74.72,67.47,71.11
17,1966,75.18,67.82,71.51
17,1967,75.2,67.79,71.5
17,1968,75.22,67.76,71.48
17,1969,75.05,67.41,71.2
17,1970,75.81,68.37,72.09
17,1971,75.88,68.31,72.07
17,1972,76.19,68.48,72.31
17,1973,76.32,68.69,72.47
17,1974,76.75,68.93,72.8
17,1975,76.87,69.02,72.9
17,1976,77.2,69.15,73.12
17,1977,77.84,69.7,73.73
17,1978,77.96,69.82,73.85
17,1979,78.28,70.05,74.12
17,1980,78.4,70.15,74.23
17,1981,78.5,70.37,74.4
17,1982,78.89,70.71,74.77
17,1983,78.82,70.73,74.74
17,1984,79.35,71.14,75.22
17,1985,79.45,71.24,75.31
17,1986,79.71,71.5,75.58
17,1987,80.29,72.03,76.15
17,1988,80.48,72.32,76.4
17,1989,80.66,72.45,76.54
17,1990,80.97,72.72,76.84
17,1991,81.17,72.88,77.01
17,1992,81.45,73.15,77.29
17,1993,81.46,73.25,77.35
17,1994,81.88,73.64,77.77
17,1995,81.9,73.83,77.87
17,1996,82.05,74.06,78.06
17,1997,82.3,74.51,78.42
17,1998,82.41,74.72,78.59
17,1999,82.51,74.94,78.75
17,2000,82.8,75.24,79.05
17,2001,82.94,75.43,79.23
17,2002,83.04,75.7,79.42
17,2003,82.95,75.81,79.43
17,2004,83.87,76.67,80.34
17,2005,83.83,76.72,80.34
17,2006,84.19,77.16,80.75
17,2007,84.4,77.38,80.97
17,2008,84.35,77.59,81.05
17,2009,84.44,77.74,81.17
17,2010,84.68,78,81.41
17,2011,85.01,78.4,81.79
17,2012,84.87,78.46,81.74
17,2013,85.06,78.73,81.97
17,2014,85.46,79.24,82.44
17,2015,85.17,78.99,82.15
17,2016,85.36,79.29,82.4
17,2017,85.32,79.42,82.44
17,2018,85.46,79.54,82.57
17,2019,85.59,79.75,82.74
17,2020,85.15,79.18,82.2
17,2021,85.31,79.26,82.33
17,2022,85.17,79.36,82.31
18,1816,41.12,39.08,40.1
18,1817,40.23,38.25,39.23
18,1818,39.1,38.12,38.6
18,1819,37.94,36.75,37.32
18,1820,39.98,38.62,39.28
18,1821,40.43,39.37,39.88
18,1822,39.04,37.72,38.37
18,1823,40.82,39.29,40.04
18,1824,39.97,38.5,39.21
18,1825,39.07,38.13,38.58
18,1826,38.33,37.31,37.8
18,1827,40.14,38.72,39.41
18,1828,38.31,36.94,37.6
18,1829,40.27,38.65,39.44
18,1830,40.37,38.93,39.63
18,1831,40.57,38.95,39.73
18,1832,36.54,35.27,35.87
18,1833,39.59,38.22,38.88
18,1834,35.81,34.42,35.09
18,1835,40.45,38.63,39.52
18,1836,42.79,41.24,42
18,1837,40,38.87,39.42
18,1838,40.01,38.75,39.37
18,1839,41.56,40.36,40.95
18,1840,41.17,39.68,40.41
18,1841,41.76,39.71,40.71
18,1842,40.91,39.18,40.03
18,1843,41.42,40.17,40.79
18,1844,42.97,41.71,42.33
18,1845,44.22,43,43.61
18,1846,41.32,40.09,40.7
18,1847,41.21,39.71,40.45
18,1848,41.13,39.54,40.33
18,1849,36.7,35.23,35.95
18,1850,44,42.63,43.31
18,1851,42.41,41.21,41.8
18,1852,41.95,40.76,41.35
18,1853,43.24,41.9,42.55
18,1854,37.02,35.36,36.16
18,1855,39.5,35.81,37.56
18,1856,41.32,39.13,40.19
18,1857,40.16,39.07,39.6
18,1858,40.06,39.38,39.71
18,1859,35.94,34.75,35.32
18,1860,43.87,42.85,43.35
18,1861,41.03,40.15,40.58
18,1862,43.31,42.11,42.7
18,1863,42.45,41.21,41.82
18,1864,42.78,41.37,42.06
18,1865,40.93,39.5,40.2
18,1866,42.57,41.11,41.82
18,1867,43.21,41.65,42.41
18,1868,41.19,39.43,40.29
18,1869,42.12,40.17,41.12
18,1870,38.47,34.77,36.52
18,1871,32.58,27.34,29.74
18,1872,43.63,41.44,42.5
18,1873,42.81,40.97,41.87
18,1874,45.28,43.36,44.29
18,1875,44.11,42.33,43.19
18,1876,44.72,42.53,43.59
18,1877,45.31,43.33,44.29
18,1878,44.42,42.37,43.37
18,1879,45.09,42.92,43.98
18,1880,43.81,41.84,42.79
18,1881,44.66,42.38,43.48
18,1882,44.41,41.93,43.14
18,1883,44.55,42.06,43.27
18,1884,43.78,41.23,42.46
18,1885,45.28,42.68,43.94
18,1886,44.49,41.91,43.17
18,1887,44.99,42.51,43.72
18,1888,45.68,42.71,44.15
18,1889,46.97,44.17,45.54
18,1890,44.84,42.11,43.43
18,1891,45.56,42.75,44.11
18,1892,45.03,42.18,43.56
18,1893,45.14,42.05,43.55
18,1894,47.15,43.93,45.49
18,1895,46.91,43.71,45.26
18,1896,49.13,45.94,47.49
18,1897,49.55,46.29,47.88
18,1898,47.69,44.4,46.01
18,1899,46.95,43.47,45.17
18,1900,46.95,43.34,45.1
18,1901,48.86,45.23,47
18,1902,49.77,46.28,47.98
18,1903,50.12,46.76,48.4
18,1904,49.78,46.43,48.07
18,1905,50.27,46.57,48.38
18,1906,49.67,45.89,47.73
18,1907,50.26,46.46,48.3
18,1908,51.3,47.4,49.29
18,1909,52.04,48.08,50.01
18,1910,53.33,49.47,51.35
18,1911,50.16,46.35,48.21
18,1912,53.73,49.48,51.55
18,1913,53.43,49.4,51.36
18,1914,53.29,29.37,38.23
18,1915,52.73,27.28,36.55
18,1916,52.39,30.84,39.75
18,1917,51.89,35.49,42.97
18,1918,42.97,28.37,34.84
18,1919,50.32,43.86,47.14
18,1920,53.71,49.94,51.82
18,1921,54.77,50.63,52.69
18,1922,56.85,52.94,54.89
18,1923,56.67,52.53,54.59
18,1924,57.4,53.02,55.19
18,1925,56.7,52.05,54.35
18,1926,56.18,51.77,53.96
18,1927,57.8,53.68,55.74
18,1928,57.56,53.28,55.41
18,1929,56.55,51.97,54.24
18,1930,59.31,54.32,56.8
18,1931,59.27,54.54,56.9
18,1932,59.73,54.72,57.22
18,1933,60.2,55.11,57.65
18,1934,61.2,55.45,58.3
18,1935,61.17,55.44,58.28
18,1936,61.71,55.84,58.76
18,1937,62.13,56.13,59.11
18,1938,62.03,55.87,58.93
18,1939,62.6,56.52,59.55
18,1940,59.04,42.29,49.6
18,1941,61.22,53.77,57.42
18,1942,61.46,53.59,57.44
18,1943,58.09,48.86,53.3
18,1944,53.64,41.71,47.17
18,1945,58.59,51.37,54.93
18,1946,64.96,59.65,62.36
18,1947,66.65,61.13,63.95
18,1948,68.73,62.72,65.78
18,1949,67.52,62.16,64.9
18,1950,69.19,63.43,66.38
18,1951,68.9,63.17,66.09
18,1952,70.22,64.41,67.39
18,1953,70.23,64.29,67.32
18,1954,71.21,65.03,68.19
18,1955,71.54,65.23,68.44
18,1956,71.67,65.17,68.46
18,1957,72.21,65.49,68.89
18,1958,73.23,66.85,70.11
18,1959,73.36,66.86,70.17
18,1960,73.61,67.02,70.36
18,1961,74.37,67.46,70.96
18,1962,73.9,66.99,70.47
18,1963,73.81,66.81,70.32
18,1964,74.82,67.68,71.28
18,1965,74.72,67.47,71.11
18,1966,75.18,67.82,71.51
18,1967,75.2,67.79,71.5
18,1968,75.22,67.76,71.48
18,1969,75.05,67.41,71.2
18,1970,75.81,68.37,72.09
18,1971,75.88,68.31,72.07
18,1972,76.19,68.48,72.31
18,1973,76.32,68.69,72.47
18,1974,76.75,68.93,72.8
18,1975,76.87,69.02,72.9
18,1976,77.2,69.15,73.12
18,1977,77.84,69.7,73.73
18,1978,77.96,69.82,73.85
18,1979,78.28,70.05,74.12
18,1980,78.4,70.15,74.23
18,1981,78.5,70.37,74.4
18,1982,78.89,70.71,74.77
18,1983,78.82,70.73,74.74
18,1984,79.35,71.14,75.22
18,1985,79.45,71.24,75.31
18,1986,79.71,71.5,75.58
18,1987,80.29,72.03,76.15
18,1988,80.48,72.32,76.4
18,1989,80.66,72.45,76.54
18,1990,80.97,72.72,76.84
18,1991,81.17,72.88,77.01
18,1992,81.45,73.15,77.29
18,1993,81.46,73.25,77.35
18,1994,81.88,73.64,77.77
18,1995,81.9,73.83,77.87
18,1996,82.05,74.06,78.06
18,1997,82.3,74.51,78.42
18,1998,82.41,74.72,78.59
18,1999,82.51,74.94,78.75
18,2000,82.8,75.24,79.05
18,2001,82.94,75.43,79.23
18,2002,83.04,75.7,79.42
18,2003,82.95,75.81,79.43
18,2004,83.87,76.67,80.34
18,2005,83.83,76.72,80.34
18,2006,84.19,77.16,80.75
18,2007,84.4,77.38,80.97
18,2008,84.35,77.59,81.05
18,2009,84.44,77.74,81.17
18,2010,84.68,78,81.41
18,2011,85.01,78.4,81.79
18,2012,84.87,78.46,81.74
18,2013,85.06,78.73,81.97
18,2014,85.46,79.24,82.44
18,2015,85.17,78.99,82.15
18,2016,85.36,79.29,82.4
18,2017,85.32,79.42,82.44
18,2018,85.46,79.54,82.57
18,2019,85.59,79.75,82.74
18,2020,85.15,79.18,82.2
18,2021,85.31,79.26,82.33
18,2022,85.17,79.36,82.31
19,1922,54.92,53.92,54.43
19,1923,55.82,55.32,55.55
19,1924,54.76,53.7,54.19
19,1925,54.74,54.12,54.4
19,1926,55.93,54.61,55.24
19,1927,56.83,56.63,56.72
19,1928,57.48,56.34,56.89
19,1929,55.64,54.71,55.14
19,1930,59.21,57.99,58.6
19,1931,58.21,57.07,57.63
19,1932,58.43,57.11,57.76
19,1933,58.05,56.21,57.12
19,1934,59.6,57.53,58.55
19,1935,57.61,55.86,56.73
19,1936,58.95,57.37,58.15
19,1937,58.64,57.46,58.06
19,1938,59.87,58.33,59.11
19,1939,61.83,59.45,60.63
19,1940,59.48,56.68,58.07
19,1941,59,56.53,57.76
19,1942,62,58.98,60.47
19,1943,62.27,59.6,60.93
19,1944,63.51,61.49,62.51
19,1945,64.22,62.53,63.39
19,1946,65.23,62.62,63.93
19,1947,65.62,62.53,64.08
19,1948,67.9,64.69,66.3
19,1949,67.91,65.14,66.54
19,1950,68.63,65.37,67.02
19,1951,67.72,64.45,66.1
19,1952,70.34,66.3,68.33
19,1953,70.65,66.52,68.59
19,1954,70.99,67.17,69.1
19,1955,70.83,67.28,69.08
19,1956,71.84,68.01,69.95
19,1957,71.77,67.47,69.64
19,1958,72.39,67.74,70.07
19,1959,72.05,67.78,69.94
19,1960,72.24,67.79,70.03
19,1961,72.59,67.11,69.84
19,1962,72.81,68.27,70.57
19,1963,72.55,67.6,70.08
19,1964,73.35,68.07,70.72
19,1965,73.39,68.13,70.77
19,1966,72.93,67.59,70.26
19,1967,74.37,68.95,71.69
19,1968,73.48,68.53,71.03
19,1969,73.62,67.76,70.68
19,1970,73.67,67.75,70.7
19,1971,74.27,68.12,71.18
19,1972,73.7,67.31,70.47
19,1973,73.4,66.56,69.93
19,1974,74.01,66.87,70.38
19,1975,74.32,67.68,70.98
19,1976,74.02,67.71,70.85
19,1977,74.54,67.83,71.16
19,1978,75.14,68.59,71.86
19,1979,75.1,68.27,71.65
19,1980,75.2,68.47,71.81
19,1981,75.78,69.24,72.51
19,1982,75.62,69.92,72.82
19,1983,76.29,69.88,73.1
19,1984,76.76,70.37,73.59
19,1985,76.69,70.48,73.62
19,1986,76.93,70.64,73.81
19,1987,77.43,71.38,74.46
19,1988,77.17,71.17,74.22
19,1989,77.64,71.66,74.7
19,1990,77.77,72.11,75.02
19,1991,78.28,72.36,75.4
19,1992,78.74,72.85,75.87
19,1993,78.21,72.62,75.49
19,1994,78.68,73.19,76.02
19,1995,78.66,73.25,76.04
19,1996,79.14,73.82,76.57
19,1997,79.41,74.13,76.86
19,1998,79.67,74.22,77.03
19,1999,79.15,74.16,76.74
19,2000,79.79,74.8,77.39
19,2001,80.34,75.18,77.86
19,2002,80.28,75.37,77.91
19,2003,80.62,75.86,78.33
19,2004,80.73,75.98,78.44
19,2005,81.15,75.95,78.63
19,2006,81.05,76.13,78.66
19,2007,81.36,76.24,78.86
19,2008,81.16,76.51,78.9
19,2009,81.4,77.19,79.38
19,2010,81.68,77.14,79.47
19,2011,82.38,77.83,80.17
19,2012,82.24,78.05,80.2
19,2013,82.24,78.11,80.23
19,2014,82.38,78.63,80.56
19,2015,82.23,78.21,80.26
19,2016,82.26,78.78,80.57
19,2017,82.45,78.44,80.48
19,2018,82.49,78.91,80.74
19,2019,82.78,79.05,80.95
19,2020,82.03,78.25,80.16
19,2021,82.1,78.19,80.16
20,1922,58.85,55.18,57.02
20,1923,61.18,57.37,59.3
20,1924,59.98,56.15,58.07
20,1925,60.34,56.49,58.42
20,1926,61.5,57.59,59.56
20,1927,60.92,56.95,58.95
20,1928,61.91,57.87,59.91
20,1929,59.6,55.64,57.62
20,1930,62.86,58.66,60.77
20,1931,62,57.97,60
20,1932,62.42,58.58,60.52
20,1933,62.49,58.63,60.58
20,1934,63.25,59.32,61.3
20,1935,63.94,59.94,61.96
20,1936,63.84,59.63,61.75
20,1937,63.87,59.69,61.79
20,1938,65.39,61.04,63.23
20,1939,65.8,61.38,63.61
20,1940,63.51,58.17,60.9
20,1941,64.11,58.05,61.29
20,1942,66.74,60.64,63.98
20,1943,66.67,60.77,64.04
20,1944,67.57,61.37,64.8
20,1945,68.32,62.79,65.76
20,1946,68.63,63.71,66.24
20,1947,68.79,64.02,66.44
20,1948,70.62,66.01,68.37
20,1949,70.3,65.82,68.11
20,1950,70.92,66.24,68.63
20,1951,70.68,65.71,68.24
20,1952,72.11,66.83,69.53
20,1953,72.36,67.12,69.8
20,1954,72.81,67.41,70.17
20,1955,72.77,67.37,70.13
20,1956,73.1,67.59,70.4
20,1957,73.32,67.61,70.52
20,1958,73.49,67.79,70.7
20,1959,73.6,67.92,70.83
20,1960,73.88,68.04,71.02
20,1961,73.65,67.81,70.79
20,1962,73.79,67.83,70.86
20,1963,73.72,67.71,70.76
20,1964,74.56,68.41,71.54
20,1965,74.58,68.36,71.52
20,1966,74.5,68.28,71.44
20,1967,75.09,68.94,72.08
20,1968,74.72,68.56,71.69
20,1969,74.78,68.47,71.67
20,1970,74.99,68.69,71.88
20,1971,75.33,69.05,72.24
20,1972,75.07,68.84,71.99
20,1973,75.28,69.01,72.19
20,1974,75.45,69.22,72.38
20,1975,75.71,69.51,72.65
20,1976,75.68,69.53,72.64
20,1977,76.14,70,73.11
20,1978,76.07,69.94,73.05
20,1979,76.19,70.06,73.16
20,1980,76.57,70.51,73.59
20,1981,76.88,70.85,73.92
20,1982,76.94,71.03,74.04
20,1983,77.22,71.27,74.3
20,1984,77.55,71.68,74.68
20,1985,77.36,71.61,74.54
20,1986,77.67,71.82,74.8
20,1987,77.96,72.21,75.15
20,1988,78.06,72.34,75.26
20,1989,78.08,72.58,75.4
20,1990,78.5,72.84,75.74
20,1991,78.61,73.08,75.91
20,1992,78.96,73.51,76.31
20,1993,78.77,73.44,76.16
20,1994,79.31,73.99,76.72
20,1995,79.19,73.93,76.62
20,1996,79.4,74.22,76.88
20,1997,79.58,74.57,77.14
20,1998,79.72,74.72,77.28
20,1999,79.76,74.87,77.38
20,2000,80.19,75.38,77.85
20,2001,80.42,75.69,78.12
20,2002,80.51,75.84,78.24
20,2003,80.49,76.06,78.33
20,2004,81.06,76.62,78.9
20,2005,81.19,76.89,79.11
20,2006,81.47,77.1,79.35
20,2007,81.61,77.34,79.53
20,2008,81.67,77.53,79.65
20,2009,82.19,78.01,80.16
20,2010,82.33,78.34,80.39
20,2011,82.72,78.76,80.79
20,2012,82.67,78.95,80.85
20,2013,82.77,78.99,80.92
20,2014,82.99,79.24,81.15
20,2015,82.73,79.04,80.91
20,2016,82.87,79.2,81.06
20,2017,82.99,79.28,81.16
20,2018,82.95,79.25,81.12
20,2019,83.27,79.56,81.43
20,2020,82.4,78.36,80.38
20,2021,82.54,78.51,80.52
21,1855,44.35,41.48,42.98
21,1856,45.99,42.54,44.32
21,1857,45.12,41.8,43.51
21,1858,44.55,41.45,43.05
21,1859,45.17,42.49,43.87
21,1860,42.67,40.25,41.49
21,1861,45.32,42.67,44.03
21,1862,43.78,41.32,42.58
21,1863,41.91,39.36,40.67
21,1864,41.5,38.79,40.18
21,1865,43.25,40.61,41.96
21,1866,43.54,40.98,42.29
21,1867,44.95,42.14,43.57
21,1868,44.81,41.94,43.41
21,1869,42.5,39.8,41.18
21,1870,43.17,40.47,41.84
21,1871,42.45,40.44,41.47
21,1872,43.2,40.25,41.75
21,1873,43.84,40.36,42.11
21,1874,42.13,39.03,40.59
21,1875,41.95,39.88,40.93
21,1876,45.33,42.11,43.74
21,1877,46.11,42.9,44.52
21,1878,44.84,42.24,43.57
21,1879,46.41,44.1,45.28
21,1880,45.28,42.45,43.89
21,1881,46.81,44.05,45.46
21,1882,46.43,43.96,45.23
21,1883,45.63,43.14,44.42
21,1884,46.35,43.73,45.06
21,1885,46.77,44.5,45.66
21,1886,47.49,45.13,46.33
21,1887,46.96,44.76,45.89
21,1888,48.42,46.38,47.43
21,1889,47.68,45.3,46.52
21,1890,45.67,43.26,44.48
21,1891,45.08,42.78,43.95
21,1892,47.53,45.04,46.31
21,1893,46.03,43.59,44.83
21,1894,49.17,46.93,48.08
21,1895,46.51,43.7,45.1
21,1896,50.05,47.31,48.7
21,1897,47.7,44.92,46.33
21,1898,48.08,45.2,46.66
21,1899,48.37,45.33,46.86
21,1900,48.05,44.81,46.43
21,1901,48.15,45.28,46.73
21,1902,49.89,46.56,48.23
21,1903,50.55,47.41,48.99
21,1904,49.8,47.12,48.48
21,1905,51.11,48.27,49.71
21,1906,51.11,48.35,49.75
21,1907,50.7,48.18,49.46
21,1908,50.63,47.7,49.18
21,1909,52.06,49.28,50.69
21,1910,52.8,49.75,51.29
21,1911,53.01,49.97,51.5
21,1912,53.17,50.11,51.65
21,1913,53.09,49.91,51.5
21,1914,52.92,49.76,51.35
21,1915,50.75,47.11,48.92
21,1916,54.49,50.97,52.73
21,1917,54.49,50.77,52.62
21,1918,50.41,47.3,48.87
21,1919,52.51,49.08,50.8
21,1920,55.89,52.06,53.96
21,1921,57.47,54.36,55.92
21,1922,55.17,52.15,53.66
21,1923,58.96,55.68,57.33
21,1924,56.39,52.94,54.66
21,1925,58.26,54.38,56.32
21,1926,58.99,55.4,57.19
21,1927,58.66,54.89,56.78
21,1928,58.6,55.1,56.86
21,1929,57.78,53.92,55.84
21,1930,59.43,55.65,57.54
21,1931,59.9,56.16,58.04
21,1932,59.11,55.97,57.56
21,1933,60.47,56.72,58.61
21,1934,60.62,56.93,58.78
21,1935,61.19,57.48,59.34
21,1936,60.87,56.79,58.84
21,1937,60.9,56.73,58.82
21,1938,62.5,58.83,60.69
21,1939,63.44,58.89,61.17
21,1940,61.41,55.48,58.52
21,1941,60.95,53.61,57.64
21,1942,63.77,55.85,60.37
21,1943,63.59,55.63,60.25
21,1944,64.64,56.65,61.2
21,1945,65.93,59.68,63.03
21,1946,65.44,60.65,63.11
21,1947,65.51,61.19,63.39
21,1948,67.53,63.46,65.55
21,1949,67.53,63.69,65.66
21,1950,68.17,64.15,66.21
21,1951,68.42,64.14,66.33
21,1952,69.57,65.04,67.36
21,1953,70.67,65.59,68.19
21,1954,70.58,65.51,68.1
21,1955,70.66,65.74,68.26
21,1956,71.24,65.94,68.65
21,1957,71.42,65.84,68.68
21,1958,71.41,66.15,68.84
21,1959,71.58,65.97,68.83
21,1960,71.95,66.32,69.19
21,1961,71.89,66.16,69.08
21,1962,72.12,66.1,69.15
21,1963,71.98,65.87,68.96
21,1964,72.84,66.71,69.83
21,1965,72.73,66.6,69.72
21,1966,72.65,66.69,69.73
21,1967,73.69,67.47,70.65
21,1968,73.22,67.01,70.18
21,1969,73.21,67.02,70.17
21,1970,73.43,67.13,70.34
21,1971,73.96,67.55,70.82
21,1972,73.68,67.32,70.55
21,1973,73.87,67.34,70.65
21,1974,73.82,67.54,70.74
21,1975,74.41,67.91,71.22
21,1976,74.35,67.95,71.21
21,1977,74.72,68.42,71.65
21,1978,74.41,68.36,71.45
21,1979,74.55,68.37,71.52
21,1980,75.22,68.94,72.15
21,1981,75.43,69.11,72.34
21,1982,75.29,69.25,72.34
21,1983,75.73,69.65,72.77
21,1984,75.92,69.9,72.99
21,1985,75.84,70.05,73.03
21,1986,76.3,70.09,73.26
21,1987,76.55,70.48,73.6
21,1988,76.73,70.49,73.69
21,1989,76.18,70.66,73.5
21,1990,76.94,71.12,74.12
21,1991,77.15,71.38,74.35
21,1992,77.3,71.6,74.54
21,1993,76.98,71.4,74.26
21,1994,77.74,72.11,75.02
21,1995,77.69,72.11,74.98
21,1996,77.82,72.01,74.99
21,1997,78.11,72.56,75.42
21,1998,78.23,72.63,75.5
21,1999,78.24,72.7,75.54
21,2000,78.62,73.18,75.98
21,2001,78.82,73.37,76.17
21,2002,78.86,73.32,76.16
21,2003,78.86,73.73,76.36
21,2004,79.39,74.23,76.88
21,2005,79.46,74.66,77.14
21,2006,79.75,74.82,77.36
21,2007,79.8,74.84,77.38
21,2008,79.93,75.26,77.65
21,2009,80.42,75.9,78.22
21,2010,80.61,76.22,78.48
21,2011,80.82,76.49,78.72
21,2012,80.81,76.79,78.85
21,2013,81.06,77.02,79.1
21,2014,81.33,77.31,79.37
21,2015,81.05,76.96,79.04
21,2016,81.09,76.95,79.06
21,2017,81.17,77.14,79.19
21,2018,81.05,77.07,79.09
21,2019,81.24,77.21,79.26
21,2020,80.76,76.17,78.47
21,2021,80.54,76.38,78.48
22,1841,42.65,40.61,41.62
22,1842,42.21,40.42,41.3
22,1843,42.82,40.84,41.81
22,1844,42.5,40.53,41.49
22,1845,43.53,41.49,42.49
22,1846,40.95,38.91,39.91
22,1847,39.29,37.33,38.29
22,1848,40.5,38.46,39.46
22,1849,38.17,36.54,37.34
22,1850,43.66,41.86,42.75
22,1851,42.36,40.4,41.36
22,1852,41.97,39.81,40.87
22,1853,41.65,39.42,40.51
22,1854,40.33,38.3,39.3
22,1855,42.15,39.88,40.99
22,1856,44.32,42.12,43.21
22,1857,42.8,40.9,41.84
22,1858,40.92,39.08,39.99
22,1859,41.79,39.8,40.77
22,1860,44.1,41.82,42.94
22,1861,43.49,41.17,42.31
22,1862,43.67,41.31,42.47
22,1863,41.59,39.17,40.36
22,1864,41.23,38.68,39.93
22,1865,42,39.28,40.62
22,1866,41.7,39.1,40.38
22,1867,44.04,41.17,42.58
22,1868,43.35,40.62,41.97
22,1869,43.09,40.19,41.62
22,1870,42.43,39.43,40.91
22,1871,42.84,39.75,41.28
22,1872,44.53,41.25,42.87
22,1873,45.41,42.12,43.74
22,1874,43.66,40.54,42.07
22,1875,43.42,40.24,41.81
22,1876,45.4,41.94,43.65
22,1877,46.5,42.89,44.67
22,1878,44.61,41.39,42.98
22,1879,45.89,42.58,44.22
22,1880,45.36,42.13,43.73
22,1881,47.65,44.54,46.08
22,1882,46.35,43.34,44.83
22,1883,46.65,43.49,45.05
22,1884,46.31,43.2,44.74
22,1885,47.25,44.22,45.72
22,1886,46.87,43.74,45.29
22,1887,47.15,44.11,45.62
22,1888,48.49,45.09,46.78
22,1889,47.95,44.69,46.31
22,1890,46.53,42.95,44.72
22,1891,46.01,42.52,44.24
22,1892,47.08,43.87,45.46
22,1893,46.45,43.24,44.83
22,1894,49.94,46.67,48.3
22,1895,47.33,44.07,45.69
22,1896,49.05,45.71,47.37
22,1897,49.08,45.34,47.19
22,1898,48.76,45.19,46.96
22,1899,47.98,44.29,46.12
22,1900,48.25,44.39,46.3
22,1901,49.82,45.98,47.89
22,1902,51.02,47.12,49.05
22,1903,52.32,48.48,50.39
22,1904,50.95,47.25,49.09
22,1905,52.68,48.99,50.83
22,1906,52.46,48.68,50.56
22,1907,53.27,49.56,51.41
22,1908,53.77,49.87,51.81
22,1909,54.29,50.67,52.48
22,1910,55.86,52.05,53.95
22,1911,53.48,49.56,51.51
22,1912,56.41,52.61,54.51
22,1913,55.86,51.75,53.79
22,1914,55.67,51.29,53.49
22,1915,54.32,48.5,51.54
22,1916,57.07,49.68,53.87
22,1917,57.24,48.63,53.73
22,1918,50.25,41.06,46.65
22,1919,56.61,50.54,53.82
22,1920,58.71,54.02,56.39
22,1921,60.2,56.21,58.21
22,1922,59.5,55.65,57.59
22,1923,61.67,57.68,59.69
22,1924,60.68,56.69,58.7
22,1925,60.82,56.87,58.85
22,1926,62.03,58,60.03
22,1927,61.36,57.25,59.32
22,1928,62.52,58.32,60.44
22,1929,59.96,55.91,57.94
22,1930,63.46,59.1,61.29
22,1931,62.41,58.25,60.34
22,1932,63.01,59.01,61.02
22,1933,62.91,58.99,60.97
22,1934,63.72,59.72,61.74
22,1935,64.54,60.45,62.51
22,1936,64.42,60.11,62.28
22,1937,64.46,60.17,62.33
22,1938,65.96,61.43,63.72
22,1939,66.24,61.78,64.04
22,1940,63.94,58.61,61.33
22,1941,64.74,58.73,61.94
22,1942,67.31,61.36,64.61
22,1943,67.23,61.48,64.66
22,1944,68.09,61.96,65.35
22,1945,68.76,63.19,66.2
22,1946,69.15,64.16,66.74
22,1947,69.28,64.4,66.88
22,1948,71.1,66.38,68.8
22,1949,70.72,66.11,68.46
22,1950,71.33,66.52,68.98
22,1951,71.05,65.95,68.54
22,1952,72.47,67.08,69.83
22,1953,72.62,67.32,70.04
22,1954,73.13,67.66,70.46
22,1955,73.08,67.58,70.39
22,1956,73.36,67.77,70.63
22,1957,73.59,67.83,70.77
22,1958,73.77,67.99,70.94
22,1959,73.89,68.15,71.09
22,1960,74.15,68.25,71.27
22,1961,73.88,68.02,71.01
22,1962,74.01,68.01,71.06
22,1963,73.96,67.93,70.99
22,1964,74.79,68.61,71.76
22,1965,74.82,68.56,71.74
22,1966,74.75,68.48,71.66
22,1967,75.26,69.1,72.25
22,1968,74.92,68.74,71.88
22,1969,74.99,68.65,71.86
22,1970,75.19,68.89,72.09
22,1971,75.51,69.23,72.42
22,1972,75.26,69.05,72.19
22,1973,75.5,69.27,72.42
22,1974,75.68,69.47,72.62
22,1975,75.89,69.73,72.86
22,1976,75.87,69.75,72.85
22,1977,76.34,70.23,73.33
22,1978,76.28,70.15,73.26
22,1979,76.4,70.29,73.38
22,1980,76.76,70.74,73.8
22,1981,77.07,71.08,74.13
22,1982,77.17,71.26,74.26
22,1983,77.4,71.48,74.49
22,1984,77.75,71.9,74.89
22,1985,77.54,71.81,74.72
22,1986,77.84,72.03,74.99
22,1987,78.13,72.42,75.33
22,1988,78.23,72.57,75.46
22,1989,78.3,72.81,75.62
22,1990,78.69,73.04,75.93
22,1991,78.78,73.28,76.09
22,1992,79.14,73.73,76.5
22,1993,78.98,73.68,76.38
22,1994,79.49,74.21,76.92
22,1995,79.37,74.14,76.81
22,1996,79.58,74.46,77.08
22,1997,79.75,74.79,77.33
22,1998,79.88,74.94,77.47
22,1999,79.94,75.12,77.59
22,2000,80.37,75.62,78.06
22,2001,80.59,75.94,78.33
22,2002,80.69,76.12,78.46
22,2003,80.65,76.3,78.54
22,2004,81.24,76.88,79.13
22,2005,81.38,77.15,79.33
22,2006,81.67,77.37,79.58
22,2007,81.81,77.63,79.78
22,2008,81.87,77.79,79.88
22,2009,82.4,78.25,80.38
22,2010,82.54,78.6,80.62
22,2011,82.93,79.02,81.02
22,2012,82.88,79.19,81.08
22,2013,82.96,79.22,81.13
22,2014,83.18,79.45,81.35
22,2015,82.92,79.28,81.13
22,2016,83.07,79.43,81.28
22,2017,83.19,79.52,81.38
22,2018,83.16,79.48,81.33
22,2019,83.5,79.8,81.67
22,2020,82.58,78.58,80.57
22,2021,82.76,78.72,80.74
